,Unnamed: 0,Sentiment,Cross_Lingual_Text,Processed_text,Translated_text,FULL_kannada
5854,5854,3,Super super bro 🤣🤣,Super super bro ,ಸೂಪರ್ ಸೂಪರ್ ಬ್ರದರ್,ಸೂಪರ್ ಸೂಪರ್ ಬ್ರದರ್
5856,5856,1,Guru sakatha helidiya guru,Guru sakatha helidiya guru,ಟೀಚರ್ ಸಕಥ ಹೇಳಿದ ಟೀಚರ್,ಟೀಚರ್ ಸಕಥ ಹೇಳಿದ ಟೀಚರ್
5860,5860,1,anna sakatagi matadidya  i like you  anna,anna sakatagi matadidya i like you anna,ಅಣ್ಣ ಸಕತ್ತಾಗಿ ಮಾತಾಡಿದ್ಯಾ ಇ ಲೈಕ್ ಯು ಅಣ್ಣ,ಅಣ್ಣ ಸಕತ್ತಾಗಿ ಮಾತಾಡಿದ್ಯಾ ಇ ಲೈಕ್ ಯು ಅಣ್ಣ
5861,5861,1,ವಾವ್ ಸರ್ ನಿಮ್ಮ ಮಾತು ನೂರಕ್ಕೆ ನೂರು ಸತ್ಯ  ಸೂಪರ್ ಸರ್,ವಾವ್ ಸರ್ ನಿಮ್ಮ ಮಾತು ನೂರಕ್ಕೆ ನೂರು ಸತ್ಯ ಸೂಪರ್ ಸರ್,ವಾವ್ ಸರ್ ನಿಮ್ಮ ಮಾತು ನೂರಕ್ಕೆ ನೂರು ಸತ್ಯ ಸೂಪರ್ ಸರ್,ವಾವ್ ಸರ್ ನಿಮ್ಮ ಮಾತು ನೂರಕ್ಕೆ ನೂರು ಸತ್ಯ ಸೂಪರ್ ಸರ್
5862,5862,1,Super guru hinmele  nanu nimmn Abimani guru,Super guru hinmele nanu nimmn Abimani guru,ಸೂಪರ್ ಗುರು ಹಿಂಮೇಲೆ ನಾನು ನಿಮ್ಮ್ನ್ ಅಭಿಮಾನಿ ಗುರು,ಸೂಪರ್ ಗುರು ಹಿಂಮೇಲೆ ನಾನು ನಿಮ್ಮ್ನ್ ಅಭಿಮಾನಿ ಗುರು
5863,5863,1,Guru super.... Evarige chenaag ittidiyaa,Guru super Evarige chenaag ittidiyaa,ಗುರು ಸೂಪರ್ ಎವರಿಗೆ ಚೆನಾಗ್ ಇಟ್ಟಿದೀಯಾ,ಗುರು ಸೂಪರ್ ಎವರಿಗೆ ಚೆನಾಗ್ ಇಟ್ಟಿದೀಯಾ
5865,5865,1,Benki guru ninu,Benki guru ninu,ಬೆಂಕಿ ಗುರು ನೀನು,ಬೆಂಕಿ ಗುರು ನೀನು
5866,5866,1,Le maraya ninu nijavaglu hero Kano super mama ninna madirodhu video 🥰,Le maraya ninu nijavaglu hero Kano super mama ninna madirodhu video ,ಲೇ ಮಾರಾಯ ನೀನು ನಿಜವಾಗ್ಲೂ ಹೀರೋ ಕಣೋ ಸೂಪರ್ ಮಾಮ ನಿನ್ನ ಮಾಡಿರೋಧು ವಿಡಿಯೋ,ಲೇ ಮಾರಾಯ ನೀನು ನಿಜವಾಗ್ಲೂ ಹೀರೋ ಕಣೋ ಸೂಪರ್ ಮಾಮ ನಿನ್ನ ಮಾಡಿರೋಧು ವಿಡಿಯೋ
5867,5867,1,Bro nim maath keli China App hogli Indian App nallu video madalla bidi,Bro nim maath keli China App hogli Indian App nallu video madalla bidi,ಬ್ರೋ ನಿಮ್ ಮಾತ್ ಕೇಳಿ ಚೀನಾ ಅಪ್ಪ ಹೋಗ್ಲಿ ಇಂಡಿಯನ್ ಆಪ್ ನಲ್ಲೂ ವಿಡಿಯೋ ಮಾಡಲ್ಲ ಬಿಡಿ,ಬ್ರೋ ನಿಮ್ ಮಾತ್ ಕೇಳಿ ಚೀನಾ ಅಪ್ಪ ಹೋಗ್ಲಿ ಇಂಡಿಯನ್ ಆಪ್ ನಲ್ಲೂ ವಿಡಿಯೋ ಮಾಡಲ್ಲ ಬಿಡಿ
5868,5868,1,ಬೆಂಕಿ ಗುರು ಸೂಪರ್,ಬೆಂಕಿ ಗುರು ಸೂಪರ್,ಬೆಂಕಿ ಗುರು ಸೂಪರ್,ಬೆಂಕಿ ಗುರು ಸೂಪರ್
5869,5869,2,Bro nivu adthiro game yavudu,Bro nivu adthiro game yavudu,ಬ್ರೋ ನೀವು ಆಡ್ತಿರೋ ಗೇಮ್ ಯಾವುದು,ಬ್ರೋ ನೀವು ಆಡ್ತಿರೋ ಗೇಮ್ ಯಾವುದು
5870,5870,1,ಬಹಳ  ಸೂಪರ್ ಗಿ  ಬೈದ್ದಿದ್ದಾರ   ಅಣ್ಣ,ಬಹಳ ಸೂಪರ್ ಗಿ ಬೈದ್ದಿದ್ದಾರ ಅಣ್ಣ,ಬಹಳ ಸೂಪರ್ ಗಿ ಬೈದ್ದಿದ್ದಾರ ಅಣ್ಣ,ಬಹಳ ಸೂಪರ್ ಗಿ ಬೈದ್ದಿದ್ದಾರ ಅಣ್ಣ
5871,5871,0,Ayyo gubalgala only tiktok tiktok antha odkotavre only not tiktok 59 apps ban agirodu,Ayyo gubalgala only tiktok tiktok antha odkotavre only not tiktok 59 apps ban agirodu,ಓ ಗೂಬಲಾಲ ಮಾತ್ರ ಟಿಕ್ಕಾಟೋಕ ಟಿಕ್ಕಾಟೋಕ ಅಂತ ಓದಿಕೋತಾವರೆ ಮಾತ್ರ ಟಿಕ್ಕಾಟೋಕ ಅಲ್ಲ 59 ಅಪ್ಸ್ ಬಾನ್ ಹಾರಿಹೋಯಿತು,ಓ ಗೂಬಲಾಲ ಮಾತ್ರ ಟಿಕ್ಕಾಟೋಕ ಟಿಕ್ಕಾಟೋಕ ಅಂತ ಓದಿಕೋತಾವರೆ ಮಾತ್ರ ಟಿಕ್ಕಾಟೋಕ ಅಲ್ಲ 59 ಅಪ್ಸ್ ಬಾನ್ ಹಾರಿಹೋಯಿತು
5872,5872,0,Re e video post agiddu yavaga apps ban agirodu yavaga adu moldu nodir sumne yeneno mathadbedi,Re e video post agiddu yavaga apps ban agirodu yavaga adu moldu nodir sumne yeneno mathadbedi,ರೇ ಈ ವಿಡಿಯೋ ಪೋಸ್ಟ್ ಆಗಿದ್ದು ಯಾವಾಗ ಆಪ್ಸ್ ಬ್ಯಾನ್ ಆಗಿರೋದು ಯಾವಾಗ ಅದು ಮೊಲ್ದು ನೋಡಿರಿ ಸುಮ್ನೆ ಏನೇನೋ ಮಾತಾಡ್ಬೇಡಿ,ರೇ ಈ ವಿಡಿಯೋ ಪೋಸ್ಟ್ ಆಗಿದ್ದು ಯಾವಾಗ ಆಪ್ಸ್ ಬ್ಯಾನ್ ಆಗಿರೋದು ಯಾವಾಗ ಅದು ಮೊಲ್ದು ನೋಡಿರಿ ಸುಮ್ನೆ ಏನೇನೋ ಮಾತಾಡ್ಬೇಡಿ
5875,5875,0,Tik tok premigalu satthru,Tik tok premigalu satthru,ಟಿಕ್ ಟಾಕ್ ಪ್ರೇಮಿಗಳು,ಟಿಕ್ ಟಾಕ್ ಪ್ರೇಮಿಗಳು
5877,5877,0,Guru ell idde guru istu dina,Guru ell idde guru istu dina,ಗುರು ಎಲ್ ಇದ್ದೆ ಗುರು ಇಷ್ಟು ದಿನ,ಗುರು ಎಲ್ ಇದ್ದೆ ಗುರು ಇಷ್ಟು ದಿನ
5878,5878,1,Super bro.. Keeping doing like this.... Do more ...trollers.. Jai  trollers. I like trollers,Super bro Keeping doing like this Do more trollers Jai trollers I like trollers,ಸೂಪರ್ ಬ್ರೋ ಈ ರೀತಿ ಮಾಡುತ್ತಾ ಇದ್ರೆ ಹೆಚ್ಚು ಟ್ರೋಲರ್ಸ್ ಮಾಡಿ ಜೈ ಟ್ರೋಲರ್ಸ್ ನನಗೆ ಟ್ರೋಲರ್ಸ್ ಇಷ್ಟ,ಸೂಪರ್ ಬ್ರೋ ಈ ರೀತಿ ಮಾಡುತ್ತಾ ಇದ್ರೆ ಹೆಚ್ಚು ಟ್ರೋಲರ್ಸ್ ಮಾಡಿ ಜೈ ಟ್ರೋಲರ್ಸ್ ನನಗೆ ಟ್ರೋಲರ್ಸ್ ಇಷ್ಟ
5879,5879,0,ಅತ್ಯುತ್ತಮ ಸಹೋದರ ಹೀಗೆ ಇಂತಹ ದಂಡ ಪಿಂಡಗಳಿಗೆ ಇದೆ ರೀತಿ ಬುದ್ಧಿ ಕಳಿಸು ಯೋಧರ ಜೀವಕ್ಕೆ ಇಂತಹವರಿಂದ ಬೆಲೆ ಇಲ್ಲ ಟಿಕ್ ಟಾಕ್ ಬೇಕಂತ,ಅತ್ಯುತ್ತಮ ಸಹೋದರ ಹೀಗೆ ಇಂತಹ ದಂಡ ಪಿಂಡಗಳಿಗೆ ಇದೆ ರೀತಿ ಬುದ್ಧಿ ಕಳಿಸು ಯೋಧರ ಜೀವಕ್ಕೆ ಇಂತಹವರಿಂದ ಬೆಲೆ ಇಲ್ಲ ಟಿಕ್ ಟಾಕ್ ಬೇಕಂತ,ಅತ್ಯುತ್ತಮ ಸಹೋದರ ಹೀಗೆ ಇಂತಹ ದಂಡ ಪಿಂಡಗಳಿಗೆ ಇದೆ ರೀತಿ ಬುದ್ಧಿ ಕಳಿಸು ಯೋಧರ ಜೀವಕ್ಕೆ ಇಂತಹವರಿಂದ ಬೆಲೆ ಇಲ್ಲ ಟಿಕ್ ಟಾಕ್ ಬೇಕಂತ,ಅತ್ಯುತ್ತಮ ಸಹೋದರ ಹೀಗೆ ಇಂತಹ ದಂಡ ಪಿಂಡಗಳಿಗೆ ಇದೆ ರೀತಿ ಬುದ್ಧಿ ಕಳಿಸು ಯೋಧರ ಜೀವಕ್ಕೆ ಇಂತಹವರಿಂದ ಬೆಲೆ ಇಲ್ಲ ಟಿಕ್ ಟಾಕ್ ಬೇಕಂತ
5880,5880,2,Share link maximum,Share link maximum,ಗರಿಷ್ಠ ಲಿಂಕ್ ಹಂಚಿಕೊಳ್ಳಿ,ಗರಿಷ್ಠ ಲಿಂಕ್ ಹಂಚಿಕೊಳ್ಳಿ
5883,5883,0,Yaka anna difference madtira AAPA AAPANE MAGA MAGANE BOTH ARE GOOD NLY,Yaka anna difference madtira AAPA AAPANE MAGA MAGANE BOTH ARE GOOD NLY,ಯಾಕ ಅಣ್ಣಾ ವ್ಯತ್ಯಾಸ ಮಾಡ್ತೀರಾ ಆಪ ಆಪಾನೇ ಮಗನೇ ಎರಡೂ ಚೆನ್ನಾಗಿದೆ.,ಯಾಕ ಅಣ್ಣಾ ವ್ಯತ್ಯಾಸ ಮಾಡ್ತೀರಾ ಆಪ ಆಪಾನೇ ಮಗನೇ ಎರಡೂ ಚೆನ್ನಾಗಿದೆ.
5884,5884,1,ನಿಜವಾದ ಕನ್ನಡಿಗ ಈ ರೀತಿ ಇಬ್ಬರು ನಟರ ಅಭಿಮಾನಿಗಳ ಮಧ್ಯ ತಂದಿಡೋ ಬದ್ಲು..... ಎಲ್ಲ ನಟರನ್ನೂ ಪ್ರೋತ್ಸಾಹಿಸ್ತಾನೆ.,ನಿಜವಾದ ಕನ್ನಡಿಗ ಈ ರೀತಿ ಇಬ್ಬರು ನಟರ ಅಭಿಮಾನಿಗಳ ಮಧ್ಯ ತಂದಿಡೋ ಬದ್ಲು ಎಲ್ಲ ನಟರನ್ನೂ ಪ್ರೋತ್ಸಾಹಿಸ್ತಾನೆ,ನಿಜವಾದ ಕನ್ನಡಿಗ ಈ ರೀತಿ ಇಬ್ಬರು ನಟರ ಅಭಿಮಾನಿಗಳ ಮಧ್ಯ ತಂದಿಡೋ ಬದ್ಲು ಎಲ್ಲ ನಟರನ್ನೂ ಪ್ರೋತ್ಸಾಹಿಸ್ತಾನೆ,ನಿಜವಾದ ಕನ್ನಡಿಗ ಈ ರೀತಿ ಇಬ್ಬರು ನಟರ ಅಭಿಮಾನಿಗಳ ಮಧ್ಯ ತಂದಿಡೋ ಬದ್ಲು ಎಲ್ಲ ನಟರನ್ನೂ ಪ್ರೋತ್ಸಾಹಿಸ್ತಾನೆ
5885,5885,0,Hottege anna thinnoru e reethi comment madbardu Naveen raj nimmonthavre star war ge karana plz ella d boss abhimanigalu ivna gadipar madbekagi vinanthi,Hottege anna thinnoru e reethi comment madbardu Naveen raj nimmonthavre star war ge karana plz ella d boss abhimanigalu ivna gadipar madbekagi vinanthi,ಹೊಟ್ಟೆಗೆ ಅನ್ನ ತಿನ್ನೋರು ಈ ರೀತಿ ಕಾಮೆಂಟ್ ಮಾಡ್ಬಾರ್ದು ನವೀನ್ ರಾಜ್ ನಿಮ್ಮೊಂಥವ್ರೇ ಸ್ಟಾರ್ ವಾರ್ ಗೆ ಕರಣ ಪ್ಲಜ್ ಎಲ್ಲ ದ್ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು ಇವ್ನ ಗಡಿಪಾರ್ ಮಾಡಬೇಕಾಗಿ ವಿನಂತಿ,ಹೊಟ್ಟೆಗೆ ಅನ್ನ ತಿನ್ನೋರು ಈ ರೀತಿ ಕಾಮೆಂಟ್ ಮಾಡ್ಬಾರ್ದು ನವೀನ್ ರಾಜ್ ನಿಮ್ಮೊಂಥವ್ರೇ ಸ್ಟಾರ್ ವಾರ್ ಗೆ ಕರಣ ಪ್ಲಜ್ ಎಲ್ಲ ದ್ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು ಇವ್ನ ಗಡಿಪಾರ್ ಮಾಡಬೇಕಾಗಿ ವಿನಂತಿ
5886,5886,0,Dboss thara ivnu jana galisoke.. dodda dodda dialogue bidalla media munde rakshit na avnge holisbedi,Dboss thara ivnu jana galisoke dodda dodda dialogue bidalla media munde rakshit na avnge holisbedi,ಡಿಬಾಸ್ ಥರ ಇವ್ನು ಜನ ಗಳಿಸೋಕೆ ದೊಡ್ಡ ದೊಡ್ಡ ಡೈಲಾಗ್ ಬಿಡಲ್ಲ ಮೀಡಿಯಾ ಮುಂದೆ ರಕ್ಷಿತ್ ನ ಅವಂಗೆ ಹೋಲಿಸಬೇಡಿ,ಡಿಬಾಸ್ ಥರ ಇವ್ನು ಜನ ಗಳಿಸೋಕೆ ದೊಡ್ಡ ದೊಡ್ಡ ಡೈಲಾಗ್ ಬಿಡಲ್ಲ ಮೀಡಿಯಾ ಮುಂದೆ ರಕ್ಷಿತ್ ನ ಅವಂಗೆ ಹೋಲಿಸಬೇಡಿ
5887,5887,0,Obba amman hatra ninge yav maga ista antha kelidhre. Sandalwood fan,Obba amman hatra ninge yav maga ista antha kelidhre Sandalwood fan,ಒಬ್ಬ ಅಮ್ಮನ ಹತ್ರ ನಿಂಗೆ ಯಾವ್ ಮಗ ಇಷ್ಟ ಅಂತ ಕೇಳಿದ್ರ್ ಸ್ಯಾಂಡಲ್ವುಡ್ ಫ್ಯಾನ್,ಒಬ್ಬ ಅಮ್ಮನ ಹತ್ರ ನಿಂಗೆ ಯಾವ್ ಮಗ ಇಷ್ಟ ಅಂತ ಕೇಳಿದ್ರ್ ಸ್ಯಾಂಡಲ್ವುಡ್ ಫ್ಯಾನ್
5888,5888,0,Eetharau gandu questions yake keltairudo,Eetharau gandu questions yake keltairudo,ಠರಾವು ಗಂಡು ಕ್ಯೂಸ್ಷನ್ಸ್ ಯಾಕೆ ಕೇಳ್ತಾಇರುಡೋ,ಠರಾವು ಗಂಡು ಕ್ಯೂಸ್ಷನ್ಸ್ ಯಾಕೆ ಕೇಳ್ತಾಇರುಡೋ
5889,5889,0,Yak guru ibrugu avarde aada talent ide yake eethara 1,Yak guru ibrugu avarde aada talent ide yake eethara 1,ಯಾಕ್ ಗುರು ಇಬ್ರುಗೂ ಅವರದೇ ಆದ ಟ್ಯಾಲೆಂಟ್ ಇದೆ ಯಾಕೆ ಈಥರ ೧,ಯಾಕ್ ಗುರು ಇಬ್ರುಗೂ ಅವರದೇ ಆದ ಟ್ಯಾಲೆಂಟ್ ಇದೆ ಯಾಕೆ ಈಥರ ೧
5890,5890,2,Mr naveen raj Yenu nim Uddesha??n Nanu D BOSS Fan,Mr naveen raj Yenu nim Uddeshan Nanu D BOSS Fan,ಮರ ನವೀನ್ ರಾಜ್ ಏನು ನಿಮ್ ಉದ್ದೇಶಾನ್ ನಾನು ದ್ ಬಾಸ್ ಫ್ಯಾನ್,ಮರ ನವೀನ್ ರಾಜ್ ಏನು ನಿಮ್ ಉದ್ದೇಶಾನ್ ನಾನು ದ್ ಬಾಸ್ ಫ್ಯಾನ್
5891,5891,0,Compare madebda yella nam avre.. Talent irodakke beldirodu,Compare madebda yella nam avre Talent irodakke beldirodu,ಕಂಪೇರೆ ಮಾಡೇಬಿಡ ಎಲ್ಲ ನಮ ಅವ್ರೆ ಟ್ಯಾಲೆಂಟ್ ಇರೋದಕ್ಕೆ ಬೆಳ್ದಿರೋದು,ಕಂಪೇರೆ ಮಾಡೇಬಿಡ ಎಲ್ಲ ನಮ ಅವ್ರೆ ಟ್ಯಾಲೆಂಟ್ ಇರೋದಕ್ಕೆ ಬೆಳ್ದಿರೋದು
5892,5892,3,@Shiva Prasad yes bro,Shiva Prasad yes bro,ಶಿವ ಪ್ರಸಾದ್ ಯಸ್ ಬ್ರೋ,ಶಿವ ಪ್ರಸಾದ್ ಯಸ್ ಬ್ರೋ
5893,5893,1,As a D BOSS fan i support all kannada actors & Kannada movies,As a D BOSS fan i support all kannada actors Kannada movies,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಯಾಗಿ ನಾನು ಎಲ್ಲಾ ಕನ್ನಡ ನಟರ ಕನ್ನಡ ಚಲನಚಿತ್ರಗಳನ್ನು ಬೆಂಬಲಿಸುತ್ತೇನೆ,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಯಾಗಿ ನಾನು ಎಲ್ಲಾ ಕನ್ನಡ ನಟರ ಕನ್ನಡ ಚಲನಚಿತ್ರಗಳನ್ನು ಬೆಂಬಲಿಸುತ್ತೇನೆ
5894,5894,3,Naveen Raj D Boss,Naveen Raj D Boss,ನವೀನ್ ರಾಜ್ ಡಿ ಬಾಸ್,ನವೀನ್ ರಾಜ್ ಡಿ ಬಾಸ್
5895,5895,0,Rakshith...Nan yakda dboss dabba Nan Maga,RakshithNan yakda dboss dabba Nan Maga,ರಕ್ಷಿತಾನ ಯಾಕಿತಾ ತಪಸ್ ತಪ್ಪಾ ನಾನ್ ಮಕಾ,ರಕ್ಷಿತಾನ ಯಾಕಿತಾ ತಪಸ್ ತಪ್ಪಾ ನಾನ್ ಮಕಾ
5896,5896,0,Ivnu soole maga pakka. Ivnu yash fan bandu hen kelsa madthavne nodro soole maga,Ivnu soole maga pakka Ivnu yash fan bandu hen kelsa madthavne nodro soole maga,ಇವ್ನು ಸೂಳೆ ಮಗ ಪಕ್ಕ ಇವ್ನು ಯಶ್ ಫ್ಯಾನ್ ಬಂದು ಹೆಂ ಕೆಲಸ ಮಾಡತಾವ್ನೆ ನೋಡ್ರೋ ಸೂಳೆ ಮಗ,ಇವ್ನು ಸೂಳೆ ಮಗ ಪಕ್ಕ ಇವ್ನು ಯಶ್ ಫ್ಯಾನ್ ಬಂದು ಹೆಂ ಕೆಲಸ ಮಾಡತಾವ್ನೆ ನೋಡ್ರೋ ಸೂಳೆ ಮಗ
5897,5897,3,@kinu0505 guru avnu darshan fan alla yash fanu,kinu0505 guru avnu darshan fan alla yash fanu,ಕಿನು೦೫೦೫ ಗುರು ಅವ್ನು ದರ್ಶನ ಫ್ಯಾನ್ ಅಲ್ಲ ಯಶ್ ಫ್ಯಾನು,ಕಿನು೦೫೦೫ ಗುರು ಅವ್ನು ದರ್ಶನ ಫ್ಯಾನ್ ಅಲ್ಲ ಯಶ್ ಫ್ಯಾನು
5898,5898,3,@10 R report madi avna,10 R report madi avna,೧೦ ರ್ ರಿಪೋರ್ಟ್ ಮಾಡಿ ಅವ್ನ,೧೦ ರ್ ರಿಪೋರ್ಟ್ ಮಾಡಿ ಅವ್ನ
5899,5899,0,@Nithin Kumar Sasthana madbeku intha kachada galana...,Nithin Kumar Sasthana madbeku intha kachada galana,ನಿತಿನ್ ಕುಮಾರ್ ಸಂಸ್ಥಾನ ಮಾಡಬೇಕು ಇಂಥ ಕಾಚದ ಗಳನ್ನ,ನಿತಿನ್ ಕುಮಾರ್ ಸಂಸ್ಥಾನ ಮಾಡಬೇಕು ಇಂಥ ಕಾಚದ ಗಳನ್ನ
5900,5900,1,@10 R yaar fan adhru agli.. thandhido buddhi yake.. ivaga yela kfi kade nodtha idhare.. kachada galu heeg madthare.. d boss yavathu yelarnu encourage madthare,10 R yaar fan adhru agli thandhido buddhi yake ivaga yela kfi kade nodtha idhare kachada galu heeg madthare d boss yavathu yelarnu encourage madthare,೧೦ ರ್ ಯಾರ್ ಫ್ಯಾನ್ ಅಧ್ರು ಆಗ್ಲಿ ಥಾಂಧಿದೋ ಬುದ್ಧಿ ಯಾಕೆ ಇವಾಗ ಎಲ್ಲ ಕೆಫಿ ಕಡೆ ನೋಡತಾ ಇಧಾರೆ ಕಚಡಾ ಗಳು ಹೀಗ್ ಮಾಡತಾರೆ ಡ್ ಬಾಸ್ ಯಾವತು ಎಲರ್ನು ಎನ್ಕರೇಜ್ ಮಾಡತಾರೆ,೧೦ ರ್ ಯಾರ್ ಫ್ಯಾನ್ ಅಧ್ರು ಆಗ್ಲಿ ಥಾಂಧಿದೋ ಬುದ್ಧಿ ಯಾಕೆ ಇವಾಗ ಎಲ್ಲ ಕೆಫಿ ಕಡೆ ನೋಡತಾ ಇಧಾರೆ ಕಚಡಾ ಗಳು ಹೀಗ್ ಮಾಡತಾರೆ ಡ್ ಬಾಸ್ ಯಾವತು ಎಲರ್ನು ಎನ್ಕರೇಜ್ ಮಾಡತಾರೆ
5901,5901,2,Tamil telugu and malayalam song galalli  rakshith and yash avarige compare madidira,Tamil telugu and malayalam song galalli rakshith and yash avarige compare madidira,ತಮಿಳ್ ತೆಲುಗು ಅಂಡ್ ಮಲಯಾಳಂ ಸಾಂಗ್ ಗಳಲ್ಲಿ ರಕ್ಷಿತ್ ಅಂಡ್ ಯಶ್ ಅವರಿಗೆ ಕಂಪೇರೆ ಮಾಡಿದಿರಾ,ತಮಿಳ್ ತೆಲುಗು ಅಂಡ್ ಮಲಯಾಳಂ ಸಾಂಗ್ ಗಳಲ್ಲಿ ರಕ್ಷಿತ್ ಅಂಡ್ ಯಶ್ ಅವರಿಗೆ ಕಂಪೇರೆ ಮಾಡಿದಿರಾ
5902,5902,1,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ಸೂಪರ್‌ ಸಾ೦ಗ್ ರಕ್ಷಿತ ಅಣ್ಣ ಸೂಪರ್‌  ಆಲ ದಿ ಬೆಸ್ಟ್ ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ಸೂಪರ್‌ ಸಾ೦ಗ್ ರಕ್ಷಿತ ಅಣ್ಣ ಸೂಪರ್‌ ಆಲ ದಿ ಬೆಸ್ಟ್ ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ಸೂಪರ್‌ ಸಾ೦ಗ್ ರಕ್ಷಿತ ಅಣ್ಣ ಸೂಪರ್‌ ಆಲ ದಿ ಬೆಸ್ಟ್ ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ಸೂಪರ್‌ ಸಾ೦ಗ್ ರಕ್ಷಿತ ಅಣ್ಣ ಸೂಪರ್‌ ಆಲ ದಿ ಬೆಸ್ಟ್ ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ
5903,5903,3,@9535684889 Chaithra enu sinchana gottaglilla,9535684889 Chaithra enu sinchana gottaglilla,೯೫೩೫೬೮೪೮೮೯ ಚೈತ್ರ ಏನು ಸಿಂಚನ ಗೊತ್ತಾಗ್ಲಿಲ್ಲ,೯೫೩೫೬೮೪೮೮೯ ಚೈತ್ರ ಏನು ಸಿಂಚನ ಗೊತ್ತಾಗ್ಲಿಲ್ಲ
5904,5904,2,Actually idu chenagirodu,Actually idu chenagirodu,ಆಕ್ಟ್ನಳ್ಳಿಲಿ ಇದು ಚೆನಾಗಿರೋದು,ಆಕ್ಟ್ನಳ್ಳಿಲಿ ಇದು ಚೆನಾಗಿರೋದು
5905,5905,2,Namma hero rakshit,Namma hero rakshit,ನಮ್ಮ ಹೀರೋ ರಕ್ಷಿತ್,ನಮ್ಮ ಹೀರೋ ರಕ್ಷಿತ್
5906,5906,3,@Nandi Parthasarathi sarcasm,Nandi Parthasarathi sarcasm,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ವ್ಯಂಗ್ಯ,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ವ್ಯಂಗ್ಯ
5907,5907,2,Wt a coment,Wt a coment,ಏನು ಕಾಮೆಂಟ್,ಏನು ಕಾಮೆಂಟ್
5908,5908,1,@Nandi Parthasarathi kurukshethra Hindi version relies madoke helu first dubbing madi yak waste madthira,Nandi Parthasarathi kurukshethra Hindi version relies madoke helu first dubbing madi yak waste madthira,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಕುರುಕ್ಷೇತ್ರ ಹಿಂದಿ ವರ್ಷನ್ ರಿಲೀಸ್ ಮಾಡೋಕೆ ಹೇಳು ಫರ್ಸ್ಟ್ ಡಬ್ಬಿಂಗ್ ಮಾಡಿ ಯಾಕ್ ವೇಸ್ಟ್ ಮಾಡ್ತಿರಾ,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಕುರುಕ್ಷೇತ್ರ ಹಿಂದಿ ವರ್ಷನ್ ರಿಲೀಸ್ ಮಾಡೋಕೆ ಹೇಳು ಫರ್ಸ್ಟ್ ಡಬ್ಬಿಂಗ್ ಮಾಡಿ ಯಾಕ್ ವೇಸ್ಟ್ ಮಾಡ್ತಿರಾ
5909,5909,1,Super lines bro,Super lines bro,ಸೂಪರ್ ಸಾಲುಗಳು ಬ್ರದರ್,ಸೂಪರ್ ಸಾಲುಗಳು ಬ್ರದರ್
5910,5910,2,Avane shriman Narayana,Avane shriman Narayana,ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ,ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ
5911,5911,2,@Nandi Parthasarathi kurishetra alla adu kurukshetra 🤣,Nandi Parthasarathi kurishetra alla adu kurukshetra ,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಕುರಿಶೆಟ್ರೇ ಅಲ್ಲ ಅದು ಕುರುಕ್ಷೇತ್ರ,ನಂದಿ ಪಾರ್ಥಸಾರಥಿ ಕುರಿಶೆಟ್ರೇ ಅಲ್ಲ ಅದು ಕುರುಕ್ಷೇತ್ರ
